"names","mean","upCI","lowCI"
"summer_bt",0.512214369050032,0.771828507780131,0.252600230319933
"cp_extent",-0.486077159565384,-0.230427474291987,-0.741726844838781
"temp_occ",0.624544328200996,0.910815295487464,0.338273360914528
